Day,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%)
25-02-2011,26.1,13.1,88,83
26-02-2011,35.9,26.3,88,34
27-02-2011,39.5,27.3,53,21
28-02-2011,44.6,26.3,44,17
28-03-2011,37.2,26.6,90,30
30-03-2011,44.6,29.2,53,28
31-03-2011,53.5,39.1,65,27
27-04-2011,43.1,29.4,47,25
28-04-2011,55.8,33.1,50,9
29-04-2011,49,24.7,89,27
30-04-2011,38.4,22.1,54,20
1/5/2011,38.1,22.4,88,26
2/5/2011,43.8,12.4,85,28
3/5/2011,54.8,35.5,50,19
4/5/2011,51.4,33.6,80,18
5/5/2011,62.6,27.5,52,9
6/5/2011,66.6,35.8,44,2
7/5/2011,71.7,33.7,67,12
8/5/2011,72,33.1,65,8
9/5/2011,68.4,43.6,52,12
10/5/2011,60.7,38.5,54,12
11/5/2011,42.8,32.5,94,55
12/5/2011,48,32.5,92,44
13-05-2011,59.3,32.7,91,23
14-05-2011,38.6,27.5,92,71
15-05-2011,41.8,30.6,91,70
16-05-2011,62.7,33.7,87,38
17-05-2011,59.9,31.9,92,25
18-05-2011,40.8,32.5,93,79
19-05-2011,40.9,31.2,94,76
20-05-2011,51.3,30,94,36
21-05-2011,53.2,38.5,70,41
22-05-2011,65.3,46.5,48,23
23-05-2011,63.3,42.5,80,25
24-05-2011,51.1,32.1,91,44
25-05-2011,59.5,42.3,83,27
26-05-2011,68.4,33.2,92,16
27-05-2011,55.1,40.3,84,38
28-05-2011,49.1,39.6,90,64
29-05-2011,65.6,43.1,94,46
30-05-2011,54.4,38.2,93,17
31-05-2011,68.8,40.6,54,10
1/6/2011,76.1,35.5,71,12
2/6/2011,77.6,38.1,75,10
3/6/2011,63.5,41.2,70,15
4/6/2011,70.8,35.5,87,33
5/6/2011,78.1,38.3,91,11
6/6/2011,78.5,39.2,76,13
7/6/2011,71.6,46.4,31,9
8/6/2011,66.2,38.8,86,26
9/6/2011,62.1,44.1,93,55
10/6/2011,65.5,38.3,91,32
11/6/2011,74.9,35.2,91,12
12/6/2011,75.6,37.3,87,7
13-06-2011,74,37.6,77,11
14-06-2011,69.4,41.9,66,15
15-06-2011,77.8,34.9,80,11
16-06-2011,75.4,45.2,75,19
17-06-2011,61.6,43.3,89,35
18-06-2011,65.2,41.6,91,25
19-06-2011,66.3,44.2,91,27
20-06-2011,63.1,41.8,91,41
21-06-2011,68.3,45.8,69,25
22-06-2011,76.1,38.5,86,18
23-06-2011,77.6,40.5,89,20
24-06-2011,80.1,40.6,89,13
25-06-2011,79.9,41.5,88,10
26-06-2011,79.4,41.9,60,9
27-06-2011,66.8,45.7,83,36
28-06-2011,84.7,40.8,92,11
29-06-2011,84.7,48,78,15
30-06-2011,78.8,49.2,87,17
14-07-2011,78.8,51.3,92,23
15-07-2011,82.4,44.6,88,13
16-07-2011,83.6,47.1,90,19
17-07-2011,84,49.9,93,30
18-07-2011,82.8,48.9,95,30
19-07-2011,83.4,53.3,80,27
20-07-2011,83.8,54.3,65,19
21-07-2011,83.4,44.9,91,16
22-07-2011,83.8,43.8,88,12
23-07-2011,86.1,46.4,80,8
24-07-2011,85.2,49.2,92,13
25-07-2011,84.7,48.8,93,17
26-07-2011,78.5,56.2,84,27
27-07-2011,78.6,54.7,75,23
28-07-2011,76,47.7,91,28
29-07-2011,77.9,45.4,91,27
30-07-2011,85.7,44.8,85,15
31-07-2011,86.3,48.2,87,21
1/8/2011,81.1,61.5,59,28
2/8/2011,78.3,60.9,76,31
3/8/2011,79,51.3,93,31
4/8/2011,77.4,52.9,78,27
5/8/2011,80.7,51.6,74,16
6/8/2011,82.8,43.5,85,14
7/8/2011,84.5,41.3,82,9
8/8/2011,83,50.2,53,8
9/8/2011,84.3,41.1,84,10
10/8/2011,75.3,44.6,93,34
11/8/2011,83.2,39.9,79,10
12/8/2011,77.4,41.9,64,15
13-08-2011,80.1,40.5,83,13
14-08-2011,74.4,48.3,88,26
15-08-2011,81.4,58.1,52,20
16-08-2011,83.8,48.2,88,18
17-08-2011,87.6,42.9,91,10
18-08-2011,89.7,41.2,76,6
19-08-2011,76.1,52.8,73,21
20-08-2011,81.2,45.2,90,25
21-08-2011,84,48.9,92,19
22-08-2011,83.9,50.4,79,19
23-08-2011,87.6,51.1,65,12
24-08-2011,86.1,48.8,80,16
25-08-2011,85.6,46.2,85,18
26-08-2011,80.9,50.2,90,23
27-08-2011,83,47.3,92,22
28-08-2011,84,51,85,20
29-08-2011,78.5,51.1,94,25
30-08-2011,82,52,61,20
31-08-2011,84.9,55.1,77,14
26-09-2011,78.1,38.3,68,11
27-09-2011,76.5,37.2,84,14
29-09-2011,67.1,35.6,78,21
30-09-2011,78.5,29.5,92,12
1/10/2011,75.8,35.6,76,16
2/10/2011,73.6,42.8,68,18
3/10/2011,72.7,37.3,80,23
4/10/2011,70.8,37.3,76,24
5/10/2011,62.9,21.5,74,24
6/10/2011,62.6,35,83,24
7/10/2011,50.7,33.5,41,15
8/10/2011,38.6,30.1,91,32
9/10/2011,49.9,25.6,90,32
10/10/2011,56.6,29.8,91,26
11/10/2011,55.7,34.7,82,29
12/10/2011,58.1,40.3,76,13
13-10-2011,66.5,46,44,16
14-10-2011,68.7,44.3,45,18
15-10-2011,73.7,50.4,34,12
16-10-2011,70.9,35,77,15
17-10-2011,56,38.5,87,31
18-10-2011,52.8,27.8,76,20
19-10-2011,58.3,18.3,86,19
20-10-2011,63.5,30.4,62,15
21-10-2011,64.5,38.3,46,13
22-10-2011,61,38.5,63,17
23-10-2011,66.3,46.5,32,11
24-10-2011,65.8,40.5,35,10
25-10-2011,59.2,26.6,91,23
26-10-2011,26.6,14.6,91,77
27-10-2011,39.8,-1.2,85,35
28-10-2011,44.8,14.4,85,23
29-10-2011,48.3,36.9,40,17
30-10-2011,53.2,36.6,48,26
31-10-2011,55.9,42.5,47,24
1/11/2011,45.4,21.1,90,38
2/11/2011,29.5,15.6,89,81
3/11/2011,53.6,2.6,86,11
5/11/2011,51,22.2,81,29
6/11/2011,34,17.2,64,33
7/11/2011,39.1,14.8,84,34
8/11/2011,39.3,11.6,85,24
9/11/2011,43.3,14.8,62,14
10/11/2011,47.3,32.2,19,9
11/11/2011,54.1,36.2,20,6
12/11/2011,43.3,30,89,16
13-11-2011,41.3,28.8,89,41
14-11-2011,41.3,30.1,63,23
15-11-2011,36.2,28.4,61,27
16-11-2011,33.7,22,40,11
17-11-2011,45.2,27.9,28,17
18-11-2011,50.5,36.3,37,19
19-11-2011,42.8,23.5,88,27
20-11-2011,44.2,18.2,86,37
21-11-2011,45.7,29.3,79,31
22-11-2011,44.1,29.4,64,33
23-11-2011,55.4,29.7,45,14
24-11-2011,56,30,43,11
25-11-2011,46.2,23.2,87,24
26-11-2011,34.1,16.6,73,19
27-11-2011,56.5,32.2,32,15
28-11-2011,56.5,30,59,12
29-11-2011,51.9,20.5,79,18
30-11-2011,49.6,27.1,86,16
22-12-2011,23.2,-7.2,86,72
23-12-2011,38.8,-9.1,83,41
24-12-2011,43.3,0.9,83,17
25-12-2011,53.9,4.3,82,20
26-12-2011,41.9,19.1,69,18
27-12-2011,45.4,28.8,42,16
28-12-2011,45.7,30.1,47,23
29-12-2011,45.7,34.1,84,24
30-12-2011,51.1,34.9,42,20
31-12-2011,44.5,22.1,81,14
1/1/2012,44.2,22.7,56,10
2/1/2012,52.8,12.4,78,17
3/1/2012,52.3,36,28,15
4/1/2012,55.1,37.9,34,10
5/1/2012,56.6,28.1,55,16
6/1/2012,46.8,15.4,85,11
7/1/2012,34.6,11.2,89,51
8/1/2012,35.2,-1.6,83,26
9/1/2012,46,6.3,85,37
10/1/2012,51.2,13.5,86,16
11/1/2012,33.5,12.3,80,17
12/1/2012,35.2,15.7,35,17
13-01-2012,36.9,22.7,27,17
14-01-2012,46.2,29.4,30,18
15-01-2012,46.8,36,24,11
16-01-2012,38,10.2,85,24
17-01-2012,22.1,8.6,39,20
18-01-2012,37.5,21.8,56,21
19-01-2012,46.1,33.1,61,41
20-01-2012,41.5,34,74,35
21-01-2012,52,35.9,69,26
22-01-2012,37.7,25.3,60,25
23-01-2012,41.5,22.5,64,20
24-01-2012,35.8,12.6,86,44
25-01-2012,51.3,25,46,15
26-01-2012,45.7,31.7,81,23
27-01-2012,34.7,18.9,67,21
28-01-2012,34,18.3,27,12
29-01-2012,46.7,28.5,35,22
30-01-2012,47,33.5,41,19
31-01-2012,42.2,26.4,42,18
1/3/2012,30.9,16.2,87,32
2/3/2012,26.7,3.4,69,23
3/3/2012,35.2,13.5,45,27
4/3/2012,46,29.4,55,25
5/3/2012,52.2,36,27,15
6/3/2012,56.2,30,43,7
7/3/2012,36.5,21.9,89,34
8/3/2012,44.6,15.7,85,27
9/3/2012,55.6,12.3,77,9
10/3/2012,59.6,16.1,71,8
11/3/2012,53.4,24.5,76,12
12/3/2012,55,35.3,36,15
13-03-2012,58.3,42.5,25,9
14-03-2012,59.6,38.2,21,6
15-03-2012,60.2,32.9,55,15
16-03-2012,61.3,27,69,14
17-03-2012,64.7,33.4,41,11
18-03-2012,59.9,23.6,89,13
19-03-2012,38.3,23.5,60,21
20-03-2012,44.5,17.2,49,11
21-03-2012,59.3,18.6,58,17
22-03-2012,62,21.6,76,15
23-03-2012,68.9,27.6,57,7
24-03-2012,64,30,70,12
25-03-2012,69.2,27,86,10
26-03-2012,67,29.8,72,6
27-03-2012,59.3,35.1,38,9
28-03-2012,62.9,25,59,10
29-03-2012,59.5,42.8,43,14
30-03-2012,65.8,44.1,37,14
31-03-2012,70.8,49.6,31,6
1/4/2012,72,49.1,24,9
2/4/2012,50.1,29.4,89,22
3/4/2012,34.7,26,89,71
4/4/2012,56.8,23,90,30
5/4/2012,61.2,26.8,85,13
6/4/2012,61.3,27.5,81,6
7/4/2012,56.3,26.3,53,7
8/4/2012,65.6,25.4,54,6
9/4/2012,66.9,23.6,61,6
10/4/2012,70.8,24.2,80,9
11/4/2012,63.6,28.4,86,27
12/4/2012,54.7,37.5,88,16
13-04-2012,52.2,33.8,60,15
14-04-2012,48.6,27,92,31
15-04-2012,44.6,28.4,92,37
16-04-2012,48.3,25,89,25
17-04-2012,56.2,36,51,22
18-04-2012,61.6,34.1,59,19
19-04-2012,54.9,36.6,80,23
20-04-2012,57.9,28.5,92,26
21-04-2012,69.4,42.9,66,13
22-04-2012,68.8,29,87,16
23-04-2012,74.3,30.6,77,12
24-04-2012,74.2,35.2,62,12
25-04-2012,69.3,35.5,55,15
26-04-2012,67.8,43.9,81,20
27-04-2012,51.4,31.3,88,22
28-04-2012,54.8,25.6,80,13
29-04-2012,57.8,22.7,83,15
30-04-2012,66,23.3,73,11
1/5/2012,63.4,48.6,54,17
2/5/2012,65.4,39.1,81,23
3/5/2012,69.3,32.8,88,18
4/5/2012,76,44.2,34,7
5/5/2012,73.8,44.5,38,8
6/5/2012,50.5,28.5,91,23
7/5/2012,42.6,33,92,67
8/5/2012,57,23.8,92,30
9/5/2012,72.3,26.7,89,13
10/5/2012,74.6,32.1,67,10
11/5/2012,54.6,32.1,92,39
12/5/2012,55.4,30.4,94,41
13-05-2012,53.8,31.2,94,37
14-05-2012,68.9,23.6,90,10
15-05-2012,70.4,30.1,69,11
16-05-2012,72.9,37.6,57,11
17-05-2012,73.5,43.9,60,17
18-05-2012,72,36.3,72,13
19-05-2012,52.8,33.5,92,41
20-05-2012,62.4,29.8,94,27
21-05-2012,76.6,32.1,86,13
22-05-2012,80.3,36.3,72,8
23-05-2012,55.3,39.8,89,22
24-05-2012,54.4,36.2,91,24
25-05-2012,49.9,38.2,90,66
26-05-2012,75.1,34.9,93,10
27-05-2012,58.3,42.5,37,10
28-05-2012,65.2,43.1,37,10
29-05-2012,69.9,30.1,60,12
30-05-2012,73.5,34.1,69,13
31-05-2012,64.2,34.9,83,33
1/6/2012,73,38.9,84,21
2/6/2012,80.9,37.6,88,19
3/6/2012,78.8,49.5,65,16
4/6/2012,81.8,40.9,80,12
5/6/2012,74.4,43.3,80,25
6/6/2012,74.7,40.5,87,16
7/6/2012,74.4,51.7,85,31
8/6/2012,83.2,45.5,89,7
9/6/2012,83.6,64,15,7
10/6/2012,68.8,48.9,33,8
11/6/2012,68.4,40.4,67,11
12/6/2012,75.3,33.7,80,9
13-06-2012,82.4,36,71,7
14-06-2012,77.7,39.9,70,16
15-06-2012,78.5,46.8,84,18
16-06-2012,72,41.3,85,27
17-06-2012,83.6,39.6,79,7
18-06-2012,85.3,53.2,48,7
19-06-2012,85.5,61.8,32,7
20-06-2012,66.3,44.9,68,19
21-06-2012,77.9,45.4,58,21
22-06-2012,89,41.5,83,5
23-06-2012,90.8,54.4,40,6
24-06-2012,90.3,58.3,52,9
25-06-2012,90.6,47.9,80,9
26-06-2012,88,53.3,54,13
27-06-2012,86,54.7,82,16
28-06-2012,87.2,46.5,93,15
29-06-2012,86.6,50.2,80,11
30-06-2012,85.1,45.2,80,9
1/7/2012,91.8,46.5,81,6
2/7/2012,86.5,47.4,90,12
3/7/2012,87.6,48.3,93,17
4/7/2012,86.7,52.8,74,11
5/7/2012,83.6,56.6,83,28
6/7/2012,78.6,54.2,93,29
7/7/2012,64.7,53.8,94,69
8/7/2012,65.4,54.7,94,61
9/7/2012,70.6,50.8,94,53
10/7/2012,73,47.4,94,44
11/7/2012,79.2,46.5,94,25
12/7/2012,83.4,47.7,93,15
13-07-2012,81.8,46.4,92,17
14-07-2012,80.3,46.4,91,20
15-07-2012,81.4,52.8,87,23
16-07-2012,79.9,49.8,90,25
17-07-2012,78.1,53.9,85,27
18-07-2012,83.8,46,94,14
19-07-2012,85.5,46.4,92,16
20-07-2012,84,47.6,93,19
21-07-2012,85.9,47.9,90,22
22-07-2012,82.7,48.8,90,26
23-07-2012,82.4,51,95,19
24-07-2012,82.4,47.4,90,25
25-07-2012,79,54.5,89,25
26-07-2012,77.2,46.1,94,33
27-07-2012,80.4,47.4,94,24
28-07-2012,79.2,53.2,80,27
29-07-2012,79.2,51.6,93,28
30-07-2012,77.4,49.8,94,39
31-07-2012,83.9,47.6,93,18
1/8/2012,81,53.9,86,24
2/8/2012,79.1,53.2,70,22
3/8/2012,80.5,57.6,56,15
4/8/2012,70.3,48.5,77,36
5/8/2012,82,41.2,87,17
6/8/2012,87.2,52.3,85,17
7/8/2012,80.7,50.7,91,23
8/8/2012,82.9,42.3,77,15
9/8/2012,83,43.3,73,18
10/8/2012,82.5,54.1,86,22
11/8/2012,81.2,53.6,86,17
12/8/2012,75.4,41.6,80,25
13-08-2012,75.1,42.6,78,24
14-08-2012,82.2,42.3,83,13
15-08-2012,82.8,50.5,76,14
16-08-2012,64.1,46.2,86,54
17-08-2012,82.8,38.9,93,13
18-08-2012,72.7,41.6,89,26
19-08-2012,75.1,35,84,21
20-08-2012,73.5,41.5,79,20
21-08-2012,77.4,38.8,88,20
22-08-2012,79.2,44.6,78,23
23-08-2012,73.8,49.9,93,37
24-08-2012,79.6,45.2,94,19
25-08-2012,73.3,48.5,74,26
26-08-2012,82.6,39.3,86,13
27-08-2012,83.4,43.1,75,17
28-08-2012,85.1,47.9,80,21
29-08-2012,85,47.3,82,16
30-08-2012,84.9,50.7,76,19
31-08-2012,81.6,45.7,84,15
1/9/2012,81.9,46.5,76,18
2/9/2012,79.9,54.7,74,14
3/9/2012,76.6,46.7,75,17
4/9/2012,82.2,38.8,76,10
5/9/2012,82,40.3,52,8
6/9/2012,80.7,35.8,68,11
7/9/2012,60.9,40.3,92,27
8/9/2012,73.5,32.4,93,16
9/9/2012,78.5,33.5,89,11
10/9/2012,81.6,41.2,70,14
11/9/2012,73.2,46.1,92,24
12/9/2012,50.8,45.5,94,83
13-09-2012,66.8,33.8,94,24
14-09-2012,67.9,31.6,92,18
15-09-2012,80.5,31.3,84,9
16-09-2012,77.4,37.6,66,10
17-09-2012,58.6,36.5,89,31
18-09-2012,75.6,30.7,92,12
19-09-2012,72.5,41.3,58,14
20-09-2012,72.8,33.1,81,15
21-09-2012,73.3,32.8,78,18
22-09-2012,73.4,32.5,82,15
23-09-2012,78.9,33.1,80,11
24-09-2012,68.6,46.1,78,26
25-09-2012,63.1,35.2,91,39
26-09-2012,54.2,43.5,92,69
27-09-2012,60.5,35.6,94,44
28-09-2012,64.5,32.5,94,29
29-09-2012,69.8,32.8,94,18
30-09-2012,68.3,39.9,75,20
1/10/2012,63.1,36.8,83,34
2/10/2012,74.9,32.4,93,11
3/10/2012,70.6,32.4,80,12
4/10/2012,35.8,27.6,80,63
5/10/2012,44.2,26.9,91,56
6/10/2012,41.8,24.4,90,27
7/10/2012,47.6,14,86,19
8/10/2012,65.8,32.8,35,8
9/10/2012,52.3,28.1,86,15
10/10/2012,70.3,22.4,90,12
11/10/2012,67.4,33.4,83,19
12/10/2012,67.1,30.9,86,23
13-10-2012,58.3,38.3,81,34
14-10-2012,57.7,35.8,73,28
15-10-2012,65.5,48.3,43,17
16-10-2012,65.8,39.2,86,22
17-10-2012,45,33.5,40,15
18-10-2012,54.4,34.4,31,14
19-10-2012,64.3,45.2,29,11
20-10-2012,67.3,45.2,31,13
21-10-2012,66.4,32.4,61,14
22-10-2012,66.4,26.6,79,15
23-10-2012,62.6,43.9,47,12
24-10-2012,45.7,24.1,92,46
25-10-2012,32.5,19.4,89,71
26-10-2012,34.1,15.6,88,33
27-10-2012,40.9,23.3,64,32
28-10-2012,53.9,33.5,59,32
29-10-2012,59.2,42.7,48,27
30-10-2012,62.7,45.7,38,20
31-10-2012,64,31.3,68,16
1/11/2012,61,25.4,82,13
2/11/2012,58,26.9,71,20
3/11/2012,57.2,20.5,88,12
4/11/2012,54.5,44.1,46,18
5/11/2012,56.6,30,76,26
6/11/2012,61.9,38.5,45,18
7/11/2012,63.2,37.2,41,13
8/11/2012,60.5,23.9,77,19
9/11/2012,60.1,23.5,77,18
10/11/2012,44.1,15.2,84,31
11/11/2012,26.4,11,84,19
12/11/2012,41.2,15.7,36,16
13-11-2012,42.8,24.8,66,16
14-11-2012,50.1,25.4,65,19
15-11-2012,41.3,16.9,87,46
16-11-2012,55.3,14.1,89,11
17-11-2012,51,24.4,73,29
18-11-2012,50.2,23.9,79,27
19-11-2012,50.6,34.9,48,27
20-11-2012,57.2,40.2,38,17
21-11-2012,57.2,44.2,23,12
22-11-2012,52.1,23.5,47,16
23-11-2012,52.3,13.1,67,15
24-11-2012,55.1,40.9,27,14
25-11-2012,53.9,32.8,32,12
26-11-2012,39.6,17.8,89,12
27-11-2012,53.8,34.9,22,7
28-11-2012,52.1,41.6,27,10
29-11-2012,54.8,42.3,39,20
30-11-2012,53.9,38,47,22
1/12/2012,54.1,39.2,46,25
2/12/2012,56.5,33.9,39,12
3/12/2012,46.8,24.5,63,6
4/12/2012,49.6,29.7,35,15
5/12/2012,57.6,36,56,21
6/12/2012,47.7,25.3,78,30
7/12/2012,39.7,22.4,74,35
8/12/2012,33.4,15.2,73,34
9/12/2012,21.3,0.3,69,23
10/12/2012,25.4,11.7,71,28
11/12/2012,32.1,7,79,27
12/12/2012,43.1,27.2,45,24
13-12-2012,45.5,18.1,54,16
14-12-2012,43.8,15.6,60,27
15-12-2012,36.2,22.7,54,34
16-12-2012,31,19.4,51,26
17-12-2012,35.8,25,71,35
18-12-2012,28.8,18.4,87,62
19-12-2012,20.8,6,85,29
20-12-2012,34,13.3,34,20
21-12-2012,44.6,22.7,38,14
22-12-2012,47.2,26.5,25,9
23-12-2012,38.5,30.3,55,10
24-12-2012,34.9,13.1,86,34
25-12-2012,21.1,-1.4,82,66
26-12-2012,36.8,-3.3,83,39
27-12-2012,28.8,1.5,83,30
28-12-2012,23.2,0.7,80,27
29-12-2012,36.8,-0.2,59,19
30-12-2012,37.6,16.7,63,16
31-12-2012,23.5,1.1,81,61
1/1/2013,22.9,0,80,28
2/1/2013,24.8,4.1,52,24
3/1/2013,38.9,-7.7,73,11
4/1/2013,44.8,2,75,22
5/1/2013,41.8,-0.2,74,16
6/1/2013,49.6,-0.8,58,8
7/1/2013,47,27.5,27,7
8/1/2013,36.5,30,46,16
9/1/2013,54.1,24.5,44,12
10/1/2013,47.9,14.8,60,11
11/1/2013,30.7,10,78,25
12/1/2013,16.9,-3.3,75,23
13-01-2013,11.2,-9.8,73,52
14-01-2013,15.5,-13.5,73,26
15-01-2013,31.8,3.4,50,23
16-01-2013,50.1,16.4,74,23
17-01-2013,51.4,6.5,83,16
18-01-2013,44.7,32.9,25,16
19-01-2013,48.6,32.2,24,10
20-01-2013,42.9,18.1,60,13
21-01-2013,43.3,30.6,29,12
22-01-2013,50.9,36.6,14,6
23-01-2013,56.7,42.1,15,6
24-01-2013,50.2,33.5,51,11
25-01-2013,49.9,38.5,52,32
26-01-2013,51.6,30.1,89,24
27-01-2013,47.7,26.6,91,26
28-01-2013,45.1,18.9,85,27
29-01-2013,23.5,5.2,85,26
30-01-2013,28.5,10.4,56,31
31-01-2013,35.2,26.6,63,31
1/2/2013,38,28.5,50,30
2/2/2013,47.1,26.1,41,15
3/2/2013,49.4,24.2,41,7
4/2/2013,44.8,29.7,36,15
5/2/2013,50.4,32.8,45,26
6/2/2013,44.6,26,82,32
7/2/2013,43.1,10.2,81,7
8/2/2013,45.9,6.1,57,12
9/2/2013,34.6,9.9,85,38
10/2/2013,28.2,13.3,74,31
11/2/2013,24.6,3.7,82,47
12/2/2013,37.7,15.1,48,18
13-02-2013,34.8,22.2,43,32
14-02-2013,35.9,11.4,79,27
15-02-2013,31,6.3,81,27
16-02-2013,45.8,27,44,18
17-02-2013,49.1,23.5,42,11
18-02-2013,29.8,12.3,47,20
19-02-2013,44.1,9.2,53,7
20-02-2013,38.8,10.7,86,27
21-02-2013,24.1,6.7,84,70
22-02-2013,30.3,6.3,86,27
23-02-2013,37,19.2,85,33
24-02-2013,22.7,1.8,86,51
25-02-2013,38,-6.8,81,22
26-02-2013,31,16.4,83,33
27-02-2013,30.6,11.7,52,17
28-02-2013,34.3,11.9,47,23
1/3/2013,43.6,24.2,47,25
2/3/2013,49.6,34.7,51,27
3/3/2013,50.8,32.2,86,24
4/3/2013,35.8,18.9,90,31
5/3/2013,48,18.3,51,10
6/3/2013,53.9,18,46,13
7/3/2013,56.4,24.4,65,11
8/3/2013,48.3,19.5,88,26
9/3/2013,29,20.3,90,46
10/3/2013,45.4,11.6,63,21
11/3/2013,43.2,23,88,27
12/3/2013,44.5,20.3,88,32
13-03-2013,56.1,37.9,46,17
14-03-2013,59.5,41.5,33,14
15-03-2013,63.4,47,41,15
16-03-2013,50.8,31.2,72,27
17-03-2013,45.3,22.6,87,23
18-03-2013,36.5,20.5,64,22
19-03-2013,41.3,17.3,68,6
20-03-2013,51.6,9.3,77,15
21-03-2013,45.8,27,74,17
22-03-2013,38.6,17.5,87,18
23-03-2013,17.5,-0.6,85,75
24-03-2013,22.9,-7.7,80,30
25-03-2013,29.7,-1.7,78,25
26-03-2013,46.2,5.4,77,32
27-03-2013,49.9,26.1,86,25
28-03-2013,56.1,21,88,20
29-03-2013,55.6,25.7,86,20
30-03-2013,54.8,30.7,82,21
31-03-2013,58.9,22.1,89,7
1/4/2013,49.4,20.8,91,40
2/4/2013,36.9,29.7,92,86
3/4/2013,57.6,19.2,92,19
4/4/2013,58.7,36.3,62,21
5/4/2013,58.6,35.3,79,22
6/4/2013,55.1,36.5,63,21
7/4/2013,50,32.8,88,29
8/4/2013,55.6,27,92,25
9/4/2013,26.9,6,90,70
10/4/2013,29.4,-2.2,80,34
11/4/2013,48.6,28.7,69,31
12/4/2013,49.1,25.6,86,20
13-04-2013,54.1,22.2,90,20
14-04-2013,34.5,25.3,90,22
15-04-2013,28.5,16.2,88,45
16-04-2013,26.6,15.7,88,83
17-04-2013,24.4,7.6,88,80
18-04-2013,26.9,-4.6,81,33
19-04-2013,38.8,22.4,54,39
20-04-2013,42.8,29.3,83,39
21-04-2013,46.2,28.1,84,33
22-04-2013,43.2,15.4,90,41
23-04-2013,29,12.4,84,46
24-04-2013,43,17.7,66,22
25-04-2013,58.4,23.2,71,15
26-04-2013,57,25.1,78,17
27-04-2013,62.9,26.7,73,14
28-04-2013,66.8,38,56,15
29-04-2013,68.4,39.1,68,14
30-04-2013,57.3,32.6,93,21
6/5/2013,57.5,30.4,92,33
7/5/2013,62,33.4,82,24
8/5/2013,57.8,32.1,88,32
9/5/2013,47.3,33.1,93,62
10/5/2013,61.8,29.4,92,23
11/5/2013,61.2,30.7,89,23
12/5/2013,70.8,41.2,69,17
13-05-2013,75.8,46.8,58,16
14-05-2013,73.5,43.2,70,19
15-05-2013,72.5,43.2,80,21
16-05-2013,69.6,42.8,84,16
17-05-2013,74,37.6,77,12
18-05-2013,63.2,38.5,82,19
19-05-2013,57.9,43.8,51,25
20-05-2013,56,40.5,79,32
21-05-2013,60.7,36.5,60,22
22-05-2013,64.8,32.5,88,21
23-05-2013,57.8,43.3,91,61
24-05-2013,73.6,36.6,91,12
25-05-2013,75.4,35.2,81,8
26-05-2013,74.4,42.9,48,10
27-05-2013,70.8,43.1,57,12
28-05-2013,68.1,33.7,72,15
29-05-2013,57.6,39.9,88,28
30-05-2013,55.9,42.4,56,21
31-05-2013,58.9,40.2,47,18
1/6/2013,58.9,43.3,64,23
2/6/2013,74.1,28.5,86,16
3/6/2013,76.3,36.5,65,13
4/6/2013,66.5,34.2,75,16
5/6/2013,59,39.9,91,47
6/6/2013,68.6,33.4,92,25
7/6/2013,71.7,36.9,88,22
8/6/2013,73.2,45.7,67,16
9/6/2013,83.6,35.6,87,13
10/6/2013,85.6,48,52,11
11/6/2013,82.2,44.6,56,8
12/6/2013,82.6,46.1,61,9
13-06-2013,84.1,46.5,83,11
14-06-2013,82.4,44.6,71,8
15-06-2013,74.8,41.5,85,28
16-06-2013,75.4,42.1,85,13
17-06-2013,70.8,39.9,85,28
18-06-2013,77,40.8,92,17
19-06-2013,82.6,41.2,91,6
20-06-2013,77.6,40.6,50,13
21-06-2013,83.6,40.5,72,7
22-06-2013,77.9,41.5,78,10
23-06-2013,73.2,37.5,65,27
24-06-2013,79.4,40.5,86,8
25-06-2013,78,54.1,45,17
26-06-2013,86.3,40.9,79,13
27-06-2013,89.3,48.2,59,9
28-06-2013,88.4,48.2,73,11
29-06-2013,78.1,47.4,86,26
30-06-2013,69.9,52.2,86,51
25-07-2013,74.6,53.3,89,31
26-07-2013,76,50.5,78,28
27-07-2013,78.1,42.8,92,22
28-07-2013,72.1,52.9,94,41
29-07-2013,71.4,51.2,91,35
30-07-2013,80.7,48.6,93,23
31-07-2013,77.4,48,79,22
1/8/2013,75.6,45.4,90,26
2/8/2013,82.4,63.9,44,21
3/8/2013,78,54.2,80,22
4/8/2013,72.1,47.7,90,36
5/8/2013,73.7,52.6,66,32
6/8/2013,79.8,52.2,54,16
7/8/2013,69.6,46,81,32
8/8/2013,71.6,40.3,87,38
9/8/2013,68.3,41.1,91,33
10/8/2013,74.9,40.2,94,23
11/8/2013,68.9,48.3,91,23
12/8/2013,64.7,41.2,92,52
13-08-2013,60.5,41.6,93,50
14-08-2013,72.8,39.3,92,27
15-08-2013,80,39.4,83,15
16-08-2013,77.4,41.1,85,20
17-08-2013,76.1,43.3,79,16
18-08-2013,83.9,49.8,53,14
19-08-2013,86.1,47.6,69,12
20-08-2013,86.7,46,73,12
21-08-2013,78.9,55,64,23
22-08-2013,75.8,48.5,92,37
23-08-2013,80.9,51.3,92,25
24-08-2013,76.8,45.4,94,22
25-08-2013,78.3,45.8,92,27
26-08-2013,82.2,49.2,91,27
27-08-2013,79.9,49.4,94,29
28-08-2013,82.5,48.8,94,27
29-08-2013,84,46.4,84,22
30-08-2013,82,46.2,93,26
31-08-2013,84.1,49.5,83,22
16-09-2013,69.5,45.1,95,36
